Symbol	chrom	start	end	entrez_id
PTPN2	chr18	12785478	12929643	5771
KIAA1614	chr1	180913154	180951614	57710
ZNF529	chr19	36544386	36605276	57711
SFMBT2	chr10	7158624	7411486	57713
SEMA4G	chr10	100969518	100985871	57715
PRX	chr19	40393768	40413366	57716
PCDHB16	chr5	141181399	141186399	57717
ANO8	chr19	17323223	17334829	57719
GPR107	chr9	130053426	130140169	57720
METTL14	chr4	118685368	118715433	57721
IGDCC4	chr15	65381464	65423072	57722
EPG5	chr18	45847609	45967274	57724
NCOA5	chr20	46060985	46089952	57727
WDR19	chr4	39182404	39285810	57728
ANKRD36B	chr2	97492663	97589965	57730
SPTBN4	chr19	40466241	40576464	57731
ZFYVE28	chr4	2269582	2418663	57732
GBA3	chr4	22692914	22819575	57733
PTPN3	chr9	109375694	109498313	5774
PTPN4	chr2	119759631	119983818	5775
SCUBE2	chr11	9020391	9138114	57758
TRIB3	chr20	362835	397559	57761
ANKRA2	chr5	73552335	73565686	57763
PTPN6	chr12	6946468	6961316	5777
PTPN7	chr1	202147013	202161588	5778
RBAK	chr7	5045821	5069488	57786
MARK4	chr19	45079288	45305283	57787
SUGP1	chr19	19276018	19320844	57794
BRINP2	chr1	177171497	177282422	57795
GATAD1	chr7	92447453	92458836	57798
RAB40C	chr16	589357	629272	57799
BAK1	chr6	33572547	33580293	578
PTPN9	chr15	75463251	75579289	5780
HES4	chr1	998962	1000172	57801
POLD4	chr11	67350777	67373584	57804
CCAR2	chr8	22604632	22621514	57805
PTPN11	chr12	112418909	112509913	5781
HAMP	chr19	35280716	35285143	57817
PTPN12	chr7	77537275	77640071	5782
CCNB1IP1	chr14	20311368	20333312	57820
CCDC181	chr1	169394870	169460669	57821
GRHL3	chr1	24319322	24364482	57822
SLAMF7	chr1	160739057	160754821	57823
HMHB1	chr5	143812161	143820719	57824
RAP2C	chrX	132203024	132219480	57826
CATSPERG	chr19	38335775	38370943	57828
ZP4	chr1	237877864	237890922	57829
PTPN13	chr4	86594315	86815171	5783
KRTAP5-8	chr11	71538025	71539207	57830
CYP4F11	chr19	15912367	15934867	57834
SLC4A5	chr2	74211604	74363377	57835
PTPN14	chr1	214348696	214552449	5784
PTPRA	chr20	2864184	3039076	5786
ZNF410	chr14	73851971	73932511	57862
CADM3	chr1	159171609	159203313	57863
SLC46A2	chr9	112878920	112890913	57864
PTPRB	chr12	70515866	70637440	5787
PTPRD	chr9	8314246	10612723	5789
NKX3-2	chr4	13540830	13545050	579
PTPRCAP	chr11	67435510	67438067	5790
PTPRE	chr10	127907061	128085855	5791
PTPRF	chr1	43525187	43623666	5792
PTPRG	chr3	61561569	62297613	5793
PTPRH	chr19	55181248	55209506	5794
PTPRJ	chr11	47980558	48170841	5795
PTPRM	chr18	7566782	8406861	5797
PTPRN	chr2	219289623	219309648	5798
PTPRN2	chr7	157539056	158587788	5799
ACTA1	chr1	229431245	229434098	58
BARD1	chr2	214725646	214809711	580
PTPRO	chr12	15322397	15597399	5800
PTPRR	chr12	70638073	70920843	5801
PTPRS	chr19	5158495	5340803	5802
PTPRZ1	chr7	121873089	122062036	5803
PTS	chr11	112226365	112269955	5805
PTX3	chr3	157436789	157443628	5806
BAX	chr19	48954815	48961798	581
RAD1	chr5	34905264	34918989	5810
PURA	chr5	140114123	140125619	5813
PURB	chr7	44876293	44885361	5814
PTBP2	chr1	96721665	96823738	58155
NGB	chr14	77265483	77271312	58157
NEUROD4	chr12	55019945	55030014	58158
NFE4	chr7	102973522	102988856	58160
PVR	chr19	44643798	44663583	5817
NECTIN1	chr11	119638098	119729084	5818
WFDC1	chr16	84294646	84329851	58189
NECTIN2	chr19	44846175	44889228	5819
CTDSP1	chr2	218398256	218405941	58190
CXCL16	chr17	4733526	4739922	58191
BBS1	chr11	66509079	66533627	582
PVT1	chr8	127794533	128101253	5820
PEX19	chr1	160240142	160286348	5824
ABCD3	chr1	94418455	94518666	5825
ABCD4	chr14	74285423	74303056	5826
PXMP2	chr12	132687606	132714912	5827
PEX2	chr8	76980258	77001044	5828
PXN	chr12	120210439	120265771	5829
BBS2	chr16	56466836	56520283	583
PEX5	chr12	7188685	7218574	5830
PYCR1	chr17	81932384	81942412	5831
ALDH18A1	chr10	95605929	95656706	5832
PCYT2	chr17	81900965	81911464	5833
PYGB	chr20	25248069	25298014	5834
PYGL	chr14	50857891	50944736	5836
PYGM	chr11	64746389	64760297	5837
SQOR	chr15	45587351	45691294	58472
PLEKHB1	chr11	73646178	73662819	58473
MS4A7	chr11	60378482	60395951	58475
TP53INP2	chr20	34704290	34713439	58476
SRPRB	chr3	133784033	133825772	58477
ENOPH1	chr4	82430562	82461091	58478
RHOU	chr1	228735077	228746669	58480
LINC00474	chr9	115888169	115925207	58483
NLRC4	chr2	32224453	32265854	58484
TRAPPC1	chr17	7930345	7932123	58485
ZBED5	chr11	10812074	10858796	58486
CREBZF	chr11	85659708	85682908	58487
PCTP	chr17	55750979	55842830	58488
ABHD17C	chr15	80679684	80755621	58489
RPRD1B	chr20	38033546	38127780	58490
ZNF71	chr19	56595264	56626481	58491
ZNF77	chr19	2933218	2944971	58492
INIP	chr9	112683926	112718236	58493
JAM2	chr21	25639272	25717562	58494
OVOL2	chr20	17956979	18059188	58495
PRUNE1	chr1	151008420	151035713	58497
MYL7	chr7	44138864	44141332	58498
ZNF462	chr9	106863097	107013634	58499
BBS4	chr15	72686179	72738476	585
ZNF250	chr8	144876497	144902168	58500
OPRPN	chr4	70397882	70410194	58503
ARHGAP22	chr10	48446034	48656265	58504
OSTC	chr4	108650584	108667820	58505
SCAF1	chr19	49642125	49658642	58506
KMT2C	chr7	152134922	152436005	58508
CACTIN	chr19	3610641	3626815	58509
PRODH2	chr19	35799988	35813299	58510
DNASE2B	chr1	84398532	84415018	58511
DLGAP3	chr1	34865436	34929585	58512
EPS15L1	chr19	16355239	16472085	58513
SELENOK	chr3	53884410	53891988	58515
RBM25	chr14	73058436	73123898	58517
DMRT3	chr9	976964	991731	58524
WIZ	chr19	15419980	15449951	58525
MID1IP1	chrX	38801432	38806537	58526
ABRACL	chr6	139028682	139043302	58527
RRAGD	chr6	89364636	89412270	58528
MYOZ1	chr10	73631654	73641757	58529
PRM3	chr16	11273218	11273641	58531
SNX6	chr14	34561094	34630183	58533
MPP4	chr2	201644870	201698694	58538
PZP	chr12	9148840	9208370	5858
QARS	chr3	49095932	49105135	5859
BCAT1	chr12	24810022	24949459	586
QDPR	chr4	17460261	17512234	5860
RAB1A	chr2	65070701	65130106	5861
RAB2A	chr8	60516857	60623627	5862
RAB3A	chr19	18196784	18204074	5864
RAB3B	chr1	51907956	51990764	5865
RAB3IL1	chr11	61897301	61920269	5866
RAB4A	chr1	229271062	229305894	5867
RAB5A	chr3	19947079	19985175	5868
RAB5B	chr12	55973913	55996683	5869
BCAT2	chr19	48795062	48811029	587
RAB6A	chr11	73675638	73761137	5870
MAP4K2	chr11	64784914	64803241	5871
RAB13	chr1	153981617	153986358	5872
RAB27A	chr15	55202966	55319113	5873
RAB27B	chr18	54717860	54895516	5874
RABGGTA	chr14	24265538	24271739	5875
RABGGTB	chr1	75749497	75795079	5876
RABIF	chr1	202878957	202889135	5877
RAB5C	chr17	42119674	42155044	5878
RAC1	chr7	6374523	6403977	5879
RAC2	chr22	37225261	37244448	5880
RAC3	chr17	82031624	82034204	5881
RAD9A	chr11	67391705	67398410	5883
RAD21	chr8	116845935	116874866	5885
RAD23A	chr19	12945855	12953642	5886
RAD23B	chr9	107283137	107332194	5887
RAD51	chr15	40694774	40732339	5888
RAD51C	chr17	58692573	58735611	5889
RAD51B	chr14	67819808	68595996	5890
MOK	chr14	102224500	102305200	5891
RAD51D	chr17	35026496	35121522	5892
RAD52	chr12	912077	991190	5893
RAF1	chr3	12583601	12664226	5894
RAG1	chr11	36515464	36593156	5896
RAG2	chr11	36575574	36598279	5897
RALA	chr7	39623483	39708124	5898
IL22RA1	chr1	24119771	24143121	58985
TMEM8A	chr16	370773	387113	58986
RALB	chr2	120240064	120294713	5899
ACTA2	chr10	88935074	88991390	59
BCHE	chr3	165772904	165837472	590
RALGDS	chr9	133097720	133149334	5900
RAN	chr12	130871879	130877678	5901
RANBP1	chr22	20115938	20127357	5902
RANBP2	chr2	108719481	108785811	5903
RANGAP1	chr22	41245611	41286251	5905
RAP1A	chr1	111542218	111716691	5906
IL21	chr4	122612628	122621069	59067
RAP1B	chr12	68610839	68671901	5908
CARD18	chr11	105137721	105139726	59082
ENPP5	chr6	46159187	46170971	59084
RAP1GAP	chr1	21596215	21669363	5909
RAP1GDS1	chr4	98261384	98443861	5910
RAP2A	chr13	97434222	97469128	5911
RAP2B	chr3	153162270	153167173	5912
RAPSN	chr11	47437757	47449178	5913
RARA	chr17	40309192	40357643	5914
RARB	chr3	24687919	25597932	5915
RARG	chr12	53210567	53232980	5916
RARS	chr5	168486445	168519299	5917
RARRES1	chr3	158696892	158732696	5918
RARRES2	chr7	150338317	150341674	5919
RARRES3	chr11	63536809	63546462	5920
RASA1	chr5	87267888	87391931	5921
RASA2	chr3	141487047	141615342	5922
RASGRF1	chr15	78959947	79090773	5923
RASGRF2	chr5	80960672	81230156	5924
RB1	chr13	48303751	48481986	5925
ARID4A	chr14	58298385	58373887	5926
HIVEP3	chr1	41506365	42035925	59269
KDM5A	chr12	280129	389454	5927
EVA1C	chr21	32412006	32515397	59271
ACE2	chrX	15561033	15602148	59272
TLNRD1	chr15	81000944	81005788	59274
NTN4	chr12	95657807	95791152	59277
RBBP4	chr1	32651142	32686211	5928
CACNG8	chr19	53963040	53990215	59283
CACNG7	chr19	53909335	53943941	59284
CACNG6	chr19	53992288	54012669	59285
UBL5	chr19	9827892	9830115	59286
RBBP5	chr1	205086142	205122015	5929
BCKDHA	chr19	41350853	41431345	593
RBBP6	chr16	24537693	24572863	5930
SIGIRR	chr11	405716	417455	59307
RBBP7	chrX	16839283	16870414	5931
RBBP8	chr18	22798261	23026488	5932
RBL1	chr20	36996349	37095995	5933
PRDM12	chr9	130664594	130682981	59335
PRDM13	chr6	99606730	99615578	59336
PLEKHA1	chr10	122374696	122442602	59338
PLEKHA2	chr8	38901235	38973909	59339
RBL2	chr16	53433977	53491649	5934
HRH4	chr18	24460629	24479957	59340
TRPV4	chr12	109783085	109833401	59341
SCPEP1	chr17	56978105	57006768	59342
SENP2	chr3	185582496	185633551	59343
ALOXE3	chr17	8095900	8119047	59344
GNB4	chr3	179396089	179451590	59345
ZNF350	chr19	51964343	51986856	59348
KLHL12	chr1	202891100	202928636	59349
RBM3	chrX	48574449	48579066	5935
RXFP1	chr4	158315311	158653372	59350
PBOV1	chr6	138215986	138218491	59351
LGR6	chr1	202193901	202319781	59352
TMEM35A	chrX	101078720	101096364	59353
RBM4	chr11	66638617	66666682	5936
RBMS1	chr2	160272151	160493794	5937
RBMS2	chr12	56521929	56596196	5939
BCKDHB	chr6	80106647	80346270	594
RBP1	chr3	139517434	139539829	5947
RBP2	chr3	139452884	139480723	5948
SNORD101	chr6	132815307	132815379	594837
SNORD100	chr6	132816802	132816877	594838
SNORA33	chr6	132817219	132817348	594839
ZFAT-AS1	chr8	134598071	134600689	594840
HAS2-AS1	chr8	121639293	121644693	594842
CPLX3	chr15	74821074	74831802	594855
NPS	chr10	127549369	127552639	594857
RBP3	chr10	47348371	47357875	5949
CCND1	chr11	69641087	69654474	595
RBP4	chr10	93591687	93601744	5950
SNORD16	chr15	66502812	66502910	595097
SNORD18A	chr15	66503243	66503314	595098
SNORD18B	chr15	66502019	66502091	595099
SNORD18C	chr15	66501250	66501318	595100
PGM5P2	chr9	41006999	41074617	595135
RCN1	chr11	31812391	32105755	5954
RCN2	chr15	76931619	76954392	5955
OPN1LW	chrX	154144224	154159032	5956
RCVRN	chr17	9896320	9905621	5957
RDH5	chr12	55720367	55724705	5959
BCL2	chr18	63123346	63320128	596
PRPH2	chr6	42696600	42722574	5961
RDX	chr11	110174880	110296722	5962
RECQL	chr12	21468911	21501669	5965
REL	chr2	60881521	60931610	5966
REG1A	chr2	79120362	79123419	5967
REG1B	chr2	79085030	79088019	5968
BCL2A1	chr15	79960889	79971446	597
RELA	chr11	65653596	65663094	5970
RELB	chr19	45001430	45038198	5971
REN	chr1	204154819	204166322	5972
RENBP	chrX	153935263	153944691	5973
UPF1	chr19	18831938	18868236	5976
DPF2	chr11	65333754	65353249	5977
REST	chr4	56907876	56935844	5978
RET	chr10	43077027	43130351	5979
BCL2L1	chr20	31664452	31723989	598
REV3L	chr6	111299028	111483715	5980
RFC1	chr4	39287456	39366375	5981
RFC2	chr7	74231499	74254458	5982
RFC3	chr13	33818049	33966558	5983
RFC4	chr3	186789880	186807058	5984
RFC5	chr12	118013588	118033130	5985
RFNG	chr17	82047902	82051831	5986
RFPL1	chr22	29438583	29442455	5988
RFX1	chr19	13961538	14006322	5989
BCL2L2	chr14	23306762	23311759	599
RFX2	chr19	5993164	6199529	5990
RFX3	chr9	3218297	3526004	5991
RFX4	chr12	106582907	106762803	5992
RFX5	chr1	151340640	151347357	5993
RFXAP	chr13	36819224	36829104	5994
RGR	chr10	84245053	84259960	5995
RGS1	chr1	192575727	192580031	5996
RGS2	chr1	192809039	192812283	5997
RGS3	chr9	113444731	113597743	5998
RGS4	chr1	163068775	163076802	5999
ACTB	chr7	5527151	5563784	60
RGS7	chr1	240775514	241357230	6000
RGS10	chr10	119499828	119542708	6001
RGS12	chr4	3293028	3439913	6002
RGS13	chr1	192636138	192660306	6003
RGS16	chr1	182598623	182604408	6004
RHAG	chr6	49605158	49636839	6005
RHCE	chr1	25362249	25430192	6006
RHD	chr1	25272393	25330445	6007
RHEB	chr7	151466012	151520120	6009
RHO	chr3	129528640	129535169	6010
RLN1	chr9	5334969	5339873	6013
RIT2	chr18	42743227	43115691	6014
RIT1	chr1	155897808	155911404	6016
RLBP1	chr15	89209869	89221751	6017
RLF	chr1	40161373	40240921	6018
RLN2	chr9	5299868	5304969	6019
BCL3	chr19	44747705	44760044	602
RMRP	chr9	35657751	35658018	6023
RN7SL1	chr14	49586579	49586882	6029
AFAP1	chr4	7758714	7939926	60312
GPBP1L1	chr1	45627304	45688113	60313
C12orf10	chr12	53299686	53307177	60314
FAM3A	chrX	154506159	154516242	60343
RNASE1	chr14	20801228	20803278	6035
RNASE2	chr14	20955452	20956436	6036
RNASE3	chr14	20891399	20892348	6037
AVPI1	chr10	97677424	97687323	60370
RNASE4	chr14	20684100	20701215	6038
TSKS	chr19	49739755	49763330	60385
SLC25A19	chr17	75272981	75289510	60386
RNASE6	chr14	20781051	20782467	6039
BCL6	chr3	187721377	187745727	604
EDA2R	chrX	66595637	66639298	60401
RNASEL	chr1	182573634	182589256	6041
EXOC4	chr7	133253073	134065759	60412
SNORA63	chr3	186787300	186787431	6043
TGIF2	chr20	36573488	36593950	60436
CDH26	chr20	59958427	60034011	60437
SNORA62	chr3	39411054	39411206	6044
RNF2	chr1	185045364	185102608	6045
BPESC1	chr3	139104185	139125171	60467
BACH2	chr6	89926529	90296908	60468
RNF4	chr4	2462220	2625320	6047
ELOVL5	chr6	53267398	53349179	60481
SLC5A7	chr2	107986523	108013994	60482
HAPLN2	chr1	156619294	156625725	60484
SAV1	chr14	50632058	50668331	60485
TRMT11	chr6	125986430	126039276	60487
MRPS35	chr12	27710773	27756295	60488
APOBEC3G	chr22	39040961	39087743	60489
RNF6	chr13	26132115	26222493	6049
PPCDC	chr15	75023555	75050726	60490
NIF3L1	chr2	200889327	200903930	60491
CCDC90B	chr11	83259097	83286407	60492
FASTKD5	chr20	3146519	3159897	60493
CCDC81	chr11	86374736	86423109	60494
HPSE2	chr10	98457077	99235862	60495
AASDHPPT	chr11	106075501	106098710	60496
BCL7A	chr12	122019422	122062044	605
NYX	chrX	41447434	41475710	60506
AGBL5	chr2	27042364	27070622	60509
RNPEP	chr1	201982372	202006147	6051
LDAH	chr2	20684014	20823130	60526
ELAC2	chr17	12992391	13018187	60528
ALX4	chr11	44260444	44310166	60529
GUF1	chr4	44678427	44700926	60558
SPCS3	chr4	176319964	176332245	60559
NAA35	chr9	85941146	86022298	60560
RINT1	chr7	105532085	105567677	60561
ABCE1	chr4	145097932	145129179	6059
SCOC	chr4	140257286	140385726	60592
KCNK15	chr20	44745780	44752313	60598
NBEAP1	chr15	20729747	20756183	606
DHX35	chr20	38962299	39039723	60625
RIC8A	chr11	207511	215113	60626
CYB5RL	chr1	54143392	54200073	606495
SNORD68	chr16	89560677	89563043	606500
C8orf49	chr8	11761256	11763223	606553
RNU2-1	chr17	43233787	43300231	6066
MIIP	chr1	12019466	12032045	60672
ATG101	chr12	52069246	52077494	60673
GAS5	chr1	173863900	173868882	60674
PROK2	chr3	71771656	71785206	60675
PAPPA2	chr1	176463171	176845605	60676
CELF6	chr15	72266746	72375981	60677
EEFSEC	chr3	128153454	128408646	60678
CELF5	chr19	3224703	3297076	60680
FKBP10	chr17	41812680	41823217	60681
SMAP1	chr6	70667776	70862015	60682
TRAPPC11	chr4	183659267	183713594	60684
ZFAND3	chr6	37819499	38154624	60685
C14orf93	chr14	22985908	23010166	60686
BCL9	chr1	147541412	147626216	607
SNORD15A	chr11	75400391	75400538	6079
TNFRSF17	chr16	11965107	11968068	608
SNORA73A	chr1	28507366	28507571	6080
SNORD20	chr2	231456417	231456557	6082
SNORD21	chr1	92837289	92837383	6083
RNY1	chr7	148987136	148987248	6084
RNY3	chr7	148983755	148983856	6085
RNY4	chr7	148963315	148963410	6086
ROBO1	chr3	78597240	79767815	6091
ROBO2	chr3	75906695	77649964	6092
ROCK1	chr18	20946906	21111851	6093
ROM1	chr11	62611722	62615120	6094
RORA	chr15	60488284	61229319	6095
RORB	chr9	74497365	74693177	6096
RORC	chr1	151806071	151831872	6097
ROS1	chr6	117288300	117425855	6098
HCN2	chr19	589893	617159	610
RP9	chr7	33094797	33109401	6100
RP1	chr8	54616067	54630834	6101
RP2	chrX	46836940	46882358	6102
RPGR	chrX	38269163	38327564	6103
OPN1SW	chr7	128772491	128775790	611
RPA1	chr17	1829702	1900082	6117
RPA2	chr1	27891524	27914746	6118
RPA3	chr7	7636518	7718607	6119
RPE	chr2	210002565	210022259	6120
RPE65	chr1	68428822	68449959	6121
RPL3	chr22	39312882	39320389	6122
RPL3L	chr16	1943974	1957606	6123
RPL4	chr15	66498015	66524532	6124
RPL5	chr1	92832025	92841924	6125
RPL6	chr12	112405190	112418838	6128
RPL7	chr8	73290267	73295789	6129
BCR	chr22	23179704	23318037	613
RPL7A	chr9	133348214	133351426	6130
NPIPB13	chr16	30225603	30254510	613037
CYP51A1-AS1	chr7	92134604	92180725	613126
RPL8	chr8	144789765	144792587	6132
DEFB135	chr8	11982321	11984590	613209
DEFB136	chr8	11973937	11974599	613210
DEFB134	chr8	11993174	11996312	613211
CTXN3	chr5	127649044	127658630	613212
HIGD1C	chr12	50953922	50970506	613227
RPL9	chr4	39454124	39458948	6133
RPL10	chrX	154389955	154409168	6134
RPL11	chr1	23691779	23696425	6135
RPL12	chr9	127447674	127451405	6136
RPL13	chr16	89560657	89566828	6137
RPL15	chr3	23916545	23923692	6138
RPL17	chr18	49488453	49492523	6139
RPL18	chr19	48615328	48619536	6141
RPL18A	chr19	17859876	17864153	6142
RPL19	chr17	39200283	39204727	6143
RPL21	chr13	27251309	27256691	6144
RPL22	chr1	6181269	6209389	6146
RPL23A	chr17	28719393	28724359	6147
RPL24	chr3	101681091	101686782	6152
RPL26	chr17	8377520	8383213	6154
RPL27	chr17	42998273	43002959	6155
RPL30	chr8	98024851	98046469	6156
RPL27A	chr11	8682411	8689872	6157
RPL28	chr19	55385345	55403250	6158
RPL29	chr3	51993600	51995942	6159
RPL31	chr2	101001715	101024032	6160
RPL32	chr3	12834485	12841588	6161
RPL34	chr4	108620566	108630412	6164
RPL35A	chr3	197949987	197956610	6165
RPL36AL	chr14	49618519	49620685	6166
RPL37	chr5	40825262	40835335	6167
RPL37A	chr2	216498189	216579180	6168
RPL38	chr17	74203582	74210655	6169
BCS1L	chr2	218658764	218663443	617
RPL39	chrX	119786504	119791643	6170
RPL41	chr12	56116586	56117943	6171
RPL36A	chrX	101390824	101396154	6173
RPLP0	chr12	120196686	120201235	6175
RPLP1	chr15	69452784	69456194	6176
BCYRN1	chr2	47331060	47344517	618
RPLP2	chr11	809647	812880	6181
MRPL12	chr17	81703357	81707526	6182
MRPS12	chr19	38930548	38933162	6183
RPN1	chr3	128619970	128681075	6184
RPN2	chr20	37178410	37241623	6185
RPS2	chr16	1962052	1964860	6187
RPS3	chr11	75399486	75422280	6188
RPS3A	chr4	151099573	151104652	6189
RPS4X	chrX	72255679	72277300	6191
SERINC4	chr15	43794162	43800221	619189
RPS4Y1	chrY	2841486	2932000	6192
FAM229B	chr6	112087599	112102790	619208
ZNF704	chr8	80628451	80874781	619279
RPS5	chr19	58386400	58394806	6193
LINC01298	chr8	95207007	95216374	619344
LINC00589	chr8	29673922	29748109	619351
MBOAT4	chr8	30131824	30144686	619373
SCARNA9	chr11	93721513	93721866	619383
RPS6	chr9	19375715	19380254	6194
LINC00051	chr8	142198356	142209003	619434
SPANXA2-OT1	chrX	141502849	141649927	619455
SNORA27	chr13	27255401	27255526	619499
RPS6KA1	chr1	26529761	26575030	6195
SNORA21	chr17	38850684	38853764	619505
SSBP3-AS1	chr1	54236440	54239063	619518
MIR483	chr11	2134111	2134222	619552
MIR486-1	chr8	41660414	41660525	619554
MIR487A	chr14	101052424	101052533	619555
MIR455	chr9	114209417	114209526	619556
SNORA3A	chr11	8684204	8684356	619562
SNORA7A	chr3	12840294	12840450	619563
SNORD72	chr5	40832656	40832735	619564
SNORA52	chr11	811681	811814	619565
SNORD2	chr3	186784796	186784864	619567
SNORA4	chr3	186787612	186787749	619568
SNORA41	chr2	206162228	206162359	619569
SNORD95	chr5	181243312	181243379	619570
SNORD96A	chr5	181241814	181241892	619571
RPS6KA2	chr6	166409364	166906451	6196
RPS6KA3	chrX	20149911	20267100	6197
RPS6KB1	chr17	59893046	59950564	6198
RPS6KB2	chr11	67428460	67435408	6199
RPS7	chr2	3575205	3580919	6201
RPS8	chr1	44775251	44778779	6202
RPS10	chr6	34417454	34426125	6204
RPS11	chr19	49496365	49499689	6205
RPS12	chr6	132814441	132817564	6206
RPS13	chr11	17074389	17077787	6207
RPS14	chr5	150443190	150449756	6208
RPS15	chr19	1438358	1440494	6209
RPS15A	chr16	18781295	18790383	6210
RPS16	chr19	39433207	39435948	6217
BDH1	chr3	197509783	197573323	622
RPS19	chr19	41859918	41872926	6223
RPS20	chr8	56067295	56074581	6224
RPS21	chr20	62387116	62388520	6227
RPS23	chr5	82273358	82278577	6228
RPS24	chr10	78033760	78056812	6229
BDKRB1	chr14	96204844	96268967	623
RPS25	chr11	119015712	119018691	6230
RPS26	chr12	56041853	56044675	6231
RPS27	chr1	153990759	153992150	6232
RPS27A	chr2	55231903	55235853	6233
RPS28	chr19	8321158	8323340	6234
RPS29	chr14	49570984	49598690	6235
RRAD	chr16	66921679	66925644	6236
RRAS	chr19	49635292	49640201	6237
RRBP1	chr20	17613678	17682295	6238
RREB1	chr6	7107597	7251980	6239
BDKRB2	chr14	96204679	96244166	624
RRM1	chr11	4094707	4138876	6240
RRM2	chr2	10122328	10131419	6241
RTKN	chr2	74425836	74442422	6242
RS1	chrX	18639910	18672109	6247
RSC1A1	chr1	15659869	15661722	6248
CLIP1	chr12	122271432	122422632	6249
RSU1	chr10	16590611	16817528	6251
RTN1	chr14	59595976	59870966	6252
RTN2	chr19	45485289	45497061	6253
RXRA	chr9	134317098	134440585	6256
RXRG	chr1	165400917	165445355	6258
RYK	chr3	134065303	134250744	6259
RYR1	chr19	38433699	38587564	6261
RYR2	chr1	237042205	237833988	6262
RYR3	chr15	33310945	33866121	6263
BDNF	chr11	27654893	27722058	627
S100A1	chr1	153627926	153632039	6271
SORT1	chr1	109309568	109397951	6272
S100A2	chr1	153561108	153567890	6273
S100A3	chr1	153547329	153549372	6274
S100A4	chr1	153543613	153550136	6275
S100A5	chr1	153537147	153541765	6276
S100A6	chr1	153534599	153536244	6277
S100A7	chr1	153457744	153460701	6278
S100A8	chr1	153390032	153391188	6279
S100A9	chr1	153357854	153361027	6280
S100A10	chr1	151982915	151994390	6281
S100A11	chr1	152032506	152047907	6282
S100A12	chr1	153373706	153375649	6283
S100A13	chr1	153618787	153634397	6284
S100B	chr21	46598962	46605208	6285
S100P	chr4	6693069	6697170	6286
SAA1	chr11	18266174	18269977	6288
SAA2	chr11	18239223	18248643	6289
SAA4	chr11	18231349	18236893	6291
SAFB	chr19	5623035	5668478	6294
SAG	chr2	233307816	233347055	6295
ACSM3	chr16	20610243	20797581	6296
SALL2	chr14	21521081	21537216	6297
SALL1	chr16	51135975	51151367	6299
MAPK12	chr22	50252903	50261825	6300
SARS	chr1	109213918	109238169	6301
TSPAN31	chr12	57738013	57750211	6302
SLC22A23	chr6	3268962	3457022	63027
SAT1	chrX	23783173	23786226	6303
BCORL1	chrX	129981163	130058083	63035
CELA2A	chr1	15456728	15472091	63036
SATB1	chr3	18345387	18438773	6304
SBF1	chr22	50445000	50475024	6305
MSMO1	chr4	165327623	165343160	6307
SC5D	chr11	121292453	121308694	6309
BFSP1	chr20	17493905	17569220	631
ATXN1	chr6	16299112	16761491	6310
ATXN2	chr12	111452214	111599676	6311
ATXN7	chr3	63864557	64003462	6314
ATXN8OS	chr13	70107213	70139429	6315
SERPINB3	chr18	63637719	63661963	6317
SERPINB4	chr18	63637259	63644298	6318
SCD	chr10	100347124	100364834	6319
BGLAP	chr1	156241962	156243321	632
CLEC11A	chr19	50723329	50725718	6320
SCML1	chrX	17737449	17754988	6322
SCN1A	chr2	165989160	166128047	6323
SCN1B	chr19	35030684	35040448	6324
SCN2A	chr2	165239402	165392310	6326
SCN2B	chr11	118161951	118176673	6327
SCN3A	chr2	165087522	165204067	6328
SCN4A	chr17	63938554	63972918	6329
BGN	chrX	153494939	153509554	633
SCN4B	chr11	118133377	118152888	6330
SCN5A	chr3	38548057	38649673	6331
SCN7A	chr2	166403573	166494247	6332
SCN8A	chr12	51590266	51812864	6334
SCN9A	chr2	166195185	166375993	6335
SCN10A	chr3	38696802	38794010	6336
SCNN1A	chr12	6346843	6377730	6337
SCNN1B	chr16	23278231	23381299	6338
SCNN1D	chr1	1280436	1292029	6339
CEACAM1	chr19	42507304	42561234	634
SCNN1G	chr16	23182715	23216883	6340
SCO1	chr17	10672474	10698375	6341
SCP2	chr1	52927229	53051703	6342
SCTR	chr2	119439843	119525301	6344
SRL	chr16	4189374	4242080	6345
CCL1	chr17	34360328	34363231	6346
CCL2	chr17	34255285	34257203	6347
BHMT	chr5	79111779	79132290	635
CCL4	chr17_KI270909v1_alt	57924	59718	6351
CCL7	chr17	34270221	34272242	6354
CCL8	chr17	34319036	34321402	6355
CCL11	chr17	34285668	34288334	6356
CCL13	chr17	34356452	34358610	6357
BICD1	chr12	32106885	32383633	636
CCL17	chr16	57404767	57416062	6361
CCL19	chr9	34689567	34691277	6363
CCL20	chr2	227813842	227817564	6364
CCL21	chr9	34709005	34710124	6366
CCL22	chr16	57358772	57366190	6367
CCL24	chr7	75811665	75823356	6369
BID	chr22	17734138	17774770	637
CCL25	chr19	8052767	8062650	6370
CXCL6	chr4	73836497	73849064	6372
CXCL11	chr4	76033682	76041415	6373
CXCL5	chr4	73995642	73998779	6374
XCL1	chr1	168576473	168582077	6375
CX3CL1	chr16	57372458	57385048	6376
BIK	chr22	43110748	43129712	638
SDC1	chr2	20200797	20225433	6382
SRR	chr17	2303383	2325260	63826
BCAN	chr1	156641390	156659532	63827
SDC2	chr8	96493351	96611780	6383
SDC4	chr20	45325288	45348424	6385
SDCBP	chr8	58552924	58582860	6386
